name,specialization,phone,rating,review_count,address,latitude,longitude,google_place_url,scraped_at
Naseer and Brothers Wood Works and Hardware,Carpenter,+923455890658,4.8,,"
D-15, Sarai Kharbuza, Islamabad, 44000, Pakistan",33.6835904,72.9044991,https://www.google.com/maps/place/Naseer+and+Brothers+Wood+Works+and+Hardware/data=!4m7!3m6!1s0x38dfbde5cd9d867f:0x5f7d742d23d1c2a1!8m2!3d33.6835904!4d72.9044991!16s%2Fg%2F11sd6jycrl!19sChIJf4adzeW93zgRocLRIy10fV8?authuser=0&hl=en&rclk=1,2026-05-21T18:56:14.826564
Al Rahmat Carpenter,Carpenter,+923115057275,5.0,,+92 311 5057275,33.6161162,73.086108,https://www.google.com/maps/place/Al+Rahmat+Carpenter/data=!4m7!3m6!1s0x8f3fef8edca89d6d:0x56a36f601a16ca64!8m2!3d33.6161162!4d73.086108!16s%2Fg%2F11yh1z3ppw!19sChIJbZ2o3I7vP48RZMoWGmBvo1Y?authuser=0&hl=en&rclk=1,2026-05-21T18:56:20.268594
Ahmad Wood Works - Mr. Carpenter,Carpenter,+923079499909,5.0,,"
Street 2 Fizzaya, colony, Islamabad, 44000, Pakistan",33.6188406,73.1184768,https://www.google.com/maps/place/Ahmad+Wood+Works+-+Mr.+Carpenter/data=!4m7!3m6!1s0x38dfebf9e78790e5:0x87e05616ecb7e670!8m2!3d33.6188406!4d73.1184768!16s%2Fg%2F11vbr3j7gd!19sChIJ5ZCH5_nr3zgRcOa37BZW4Ic?authuser=0&hl=en&rclk=1,2026-05-21T18:56:25.844023
Wood carpenter,Carpenter,+9220336677113,4.8,,"
Street Number 16, PWD Housing Society Sector B PWD Society, Rawalpindi, Pakistan",33.5702251,73.139783,https://www.google.com/maps/place/Wood+carpenter/data=!4m7!3m6!1s0x38dfed1bf786663b:0x840c74de96ced35a!8m2!3d33.5702251!4d73.139783!16s%2Fg%2F11gr2p_qff!19sChIJO2aG9xvt3zgRWtPOlt50DIQ?authuser=0&hl=en&rclk=1,2026-05-21T18:56:40.340715
Premier Art Furniture,Carpenter,+923331655988,4.7,,"
furniture market, Golra Rd, near CMT, golra mor H-13, Islamabad, 46000, Pakistan",33.6332324,72.9678427,https://www.google.com/maps/place/Premier+Art+Furniture/data=!4m7!3m6!1s0x38df965dfc3f61cb:0x106568b28b1ccfec!8m2!3d33.6332324!4d72.9678427!16s%2Fg%2F12mkwb5lx!19sChIJy2E__F2W3zgR7M8ci7JoZRA?authuser=0&hl=en&rclk=1,2026-05-21T18:57:02.484613
MR Furniture,Carpenter,+923335666277,3.9,,"
Mr Furniture, Service Rd, near suleiman town, سلیمان ٹاون H-13, Islamabad, Pakistan",33.6376592,72.9654317,https://www.google.com/maps/place/MR+Furniture/data=!4m7!3m6!1s0x38df9643bfd83e85:0x8c9766ff44a4a659!8m2!3d33.6376592!4d72.9654317!16s%2Fg%2F11bwqftc5v!19sChIJhT7Yv0OW3zgRWaakRP9ml4w?authuser=0&hl=en&rclk=1,2026-05-21T18:57:07.870272
Traditions Furniture Islamabad,Carpenter,+923365082271,4.4,,"
House 130 Street 60, I-8/3 I 8/3 I-8, Islamabad, Pakistan",33.6753721,73.0751522,https://www.google.com/maps/place/Traditions+Furniture+Islamabad/data=!4m7!3m6!1s0x38df95430a02012d:0x120d425f2842bb69!8m2!3d33.6753721!4d73.0751522!16s%2Fg%2F11f122tp9j!19sChIJLQECCkOV3zgRabtCKF9CDRI?authuser=0&hl=en&rclk=1,2026-05-21T18:57:13.907675
7StarFurnitures,Carpenter,+923230000722,4.8,,"
Khanna Pul bilal town street 10 Bilal town, Khanna Pul, Islamabad, 46000, Pakistan",33.6332434,73.1135181,https://www.google.com/maps/place/7StarFurnitures/data=!4m7!3m6!1s0x38dfeb176da65953:0xa2a23afb0c29a7c6!8m2!3d33.6332434!4d73.1135181!16s%2Fg%2F11c44f_d4l!19sChIJU1mmbRfr3zgRxqcpDPs6oqI?authuser=0&hl=en&rclk=1,2026-05-21T18:57:19.177877
Mirari Heirloom Furniture Showroom,Carpenter,+92512722022,4.3,,"
Plot 389 Potohar Rd, I-9/3 I 9/3 I-9, Islamabad, Pakistan",33.6596133,73.0606417,https://www.google.com/maps/place/Mirari+Heirloom+Furniture+Showroom/data=!4m7!3m6!1s0x38df9592070b2df1:0xcd8e0b7f57c8e260!8m2!3d33.6596133!4d73.0606417!16s%2Fg%2F11g_t9xx6m!19sChIJ8S0LB5KV3zgRYOLIV38Ljs0?authuser=0&hl=en&rclk=1,2026-05-21T18:57:23.612676
Furniture showroom,Carpenter,+923015429145,4.8,,"
Main Sanam chowk road, near Aisha siddique Akbar Mosques, Burma Town, Islamabad, 45551, Pakistan",33.6375569,73.1178978,https://www.google.com/maps/place/Furniture+showroom/data=!4m7!3m6!1s0x38dfeb4a9e7b83ff:0x8201b6e8b0c0c273!8m2!3d33.6375569!4d73.1178978!16s%2Fg%2F11rtvlgcc2!19sChIJ_4N7nkrr3zgRc8LAsOi2AYI?authuser=0&hl=en&rclk=1,2026-05-21T18:57:28.837423
Furniture Design,Carpenter,+923035872185,5.0,,"
House No 1, Ali Street, Al Qaim Town Rd, near Masjid Muhammad ur Rasolallah, Burma Town, Pindorian, 43000, Pakistan",33.6492289,73.1151541,https://www.google.com/maps/place/Furniture+Design/data=!4m7!3m6!1s0x38dfebcc80a7689b:0x948b6ec8a8153464!8m2!3d33.6492289!4d73.1151541!16s%2Fg%2F11r8cs6lw0!19sChIJm2ingMzr3zgRZDQVqMhui5Q?authuser=0&hl=en&rclk=1,2026-05-21T18:57:33.980042
Abubakar wood works,Carpenter,+923007431807,5.0,,"
E سرکلر روڈ, Pakistan Town Phase 1 Pakistan Town, Islamabad, 44000, Pakistan",33.5778891,73.1495682,https://www.google.com/maps/place/Abubakar+wood+works/data=!4m7!3m6!1s0x38dfed6a28baa05b:0x247d25865d8e8cfa!8m2!3d33.5778891!4d73.1495682!16s%2Fg%2F11t6hgmv9n!19sChIJW6C6KGrt3zgR-oyOXYYlfSQ?authuser=0&hl=en&rclk=1,2026-05-21T18:58:02.782831
Carpenter and wood works market,Carpenter,+923335208048,5.0,,"
G4CX+RCQ, Islamabad, Pakistan",33.5220944,73.1485992,https://www.google.com/maps/place/Carpenter+and+wood+works+market/data=!4m7!3m6!1s0x38dfed19bb763b1f:0x36d7f398b22d513e!8m2!3d33.5220944!4d73.1485992!16s%2Fg%2F11rfcx12_n!19sChIJHzt2uxnt3zgRPlEtspjz1zY?authuser=0&hl=en&rclk=1,2026-05-21T18:58:07.980038
Electrician & Plumber in Islamabad,Plumber,+923105692348,4.9,,"
Shop no. 1, Al-Mahr Plaza, G-11, 2 Street 49, G-11/2 F 11/3 F-11, Islamabad, 46000, Pakistan",33.6884045,72.9929626,https://www.google.com/maps/place/Electrician+%26+Plumber+in+Islamabad/data=!4m7!3m6!1s0x38df9741a2dfc98d:0x2ef665df34554bdc!8m2!3d33.6884045!4d72.9929626!16s%2Fg%2F11yrtz6l1n!19sChIJjcnfokGX3zgR3EtVNN9l9i4?authuser=0&hl=en&rclk=1,2026-05-21T18:59:26.794346
Jan alam plumber electrician work,Plumber,+923025526261,4.2,,"
G-13, Islamabad, 44000, Pakistan",33.6503301,72.9754133,https://www.google.com/maps/place/Jan+alam+plumber+electrician+work/data=!4m7!3m6!1s0x38df97896ce291ff:0x60baea79db5b7060!8m2!3d33.6503301!4d72.9754133!16s%2Fg%2F11r4pwt4ln!19sChIJ_5HibImX3zgRYHBb23nqumA?authuser=0&hl=en&rclk=1,2026-05-21T18:59:31.573041
AL Noor Fridge house,AC Technician,+923446389826,4.9,,"
P5QV+QMW, Simly Dam Road, PTV Colony Islamabad, 45401, Pakistan",33.7395696,73.1944186,https://www.google.com/maps/place/AL+Noor+Fridge+house/data=!4m7!3m6!1s0x38dfc30ad37f4b8f:0xe435d7490c541f!8m2!3d33.7395696!4d73.1944186!16s%2Fg%2F11t0s2bvwn!19sChIJj0t_0wrD3zgRH1QMSdc15AA?authuser=0&hl=en&rclk=1,2026-05-21T19:04:37.979034
Saqib Home Electrician & AC Technician,Electrician,+923343383900,5.0,,"
10th Avenue, Markaz, F-10 Markaz F 10/3 F-10, Islamabad, 04412, Pakistan",33.6977803,73.0111698,https://www.google.com/maps/place/Saqib+Home+Electrician+%26+AC+Technician/data=!4m7!3m6!1s0xf549a7925ad13a7:0x80216dde61d39bec!8m2!3d33.6977803!4d73.0111698!16s%2Fg%2F11m_4pvrv7!19sChIJpxOtJXmaVA8R7JvTYd5tIYA?authuser=0&hl=en&rclk=1,2026-05-21T19:05:49.562858
Best Electrician in Islamabad | Electric Shop in Islamabad | Taps & Sanitary Dealers | GM Electric & Sanitary Store Shakrial,Electrician,+923165418932,4.9,,"
Zia masjid, Street 3, Professors' Colony Nawaz, Islamabad, 46000, Pakistan",33.6383781,73.1115626,https://www.google.com/maps/place/Best+Electrician+in+Islamabad+%7C+Electric+Shop+in+Islamabad+%7C+Taps+%26+Sanitary+Dealers+%7C+GM+Electric+%26+Sanitary+Store+Shakrial/data=!4m7!3m6!1s0x38dfeb2d0ca57743:0x8658249771ee16de!8m2!3d33.6383781!4d73.1115626!16s%2Fg%2F11r5cnn6bb!19sChIJQ3elDC3r3zgR3hbucZckWIY?authuser=0&hl=en&rclk=1,2026-05-21T19:07:37.575798
Fancy Electric Store,Electrician,+92512251748,4.3,,"
M3Q2+95R, Street 14, G-8/1 G 8/1 G-8, Islamabad, Pakistan",33.688486,73.0503804,https://www.google.com/maps/place/Fancy+Electric+Store/data=!4m7!3m6!1s0x38dfbfd03b98f3bb:0x81752f5d3c2b69c3!8m2!3d33.688486!4d73.0503804!16s%2Fg%2F11clyxk107!19sChIJu_OYO9C_3zgRw2krPF0vdYE?authuser=0&hl=en&rclk=1,2026-05-21T19:07:42.933919
Islamabad Electric Store,Electrician,+923005155136,4.5,,"
Islamabad electric store and services Haideri plaza, PWD Housing Society Phase 2 Islamabad, 44000, Pakistan",33.5653487,73.1461278,https://www.google.com/maps/place/Islamabad+Electric+Store/data=!4m7!3m6!1s0x38dfbffcef76db39:0xa6154c8595d73cdb!8m2!3d33.5653487!4d73.1461278!16s%2Fg%2F11n5h8x745!19sChIJOdt27_y_3zgR2zzXlYVMFaY?authuser=0&hl=en&rclk=1,2026-05-21T19:07:48.045992
Pakistan Electric,Electrician,+92512322111,3.9,,"
Main Murree Rd, Barakahu, Islamabad, Pakistan",33.7385503,73.1781194,https://www.google.com/maps/place/Pakistan+Electric/data=!4m7!3m6!1s0x38dfc181c5d57db1:0xcd600fac073b8b88!8m2!3d33.7385503!4d73.1781194!16s%2Fg%2F11cs3xc7sx!19sChIJsX3VxYHB3zgRiIs7B6wPYM0?authuser=0&hl=en&rclk=1,2026-05-21T19:07:53.843313
Rehman Electric Store,Electrician,+923215891943,4.2,,"
Rajgan Plaza, Shop 12, GT Rd, Jeddah Town, Islamabad, 45700, Pakistan",33.5215594,73.1513105,https://www.google.com/maps/place/Rehman+Electric+Store/data=!4m7!3m6!1s0x38dfed897516d881:0x69601258f4766263!8m2!3d33.5215594!4d73.1513105!16s%2Fg%2F12mkw9jly!19sChIJgdgWdYnt3zgRY2J29FgSYGk?authuser=0&hl=en&rclk=1,2026-05-21T19:07:57.982789
Islamabad Home Tuition Providers,Tutor Academy,+923079444777,4.9,,"
Office 10-B, 1st Floor, Ali Plaza, Bela Rd, G-10 Markaz G 10 Markaz G-10, Islamabad, 44100, Pakistan",33.6745941,73.0144779,https://www.google.com/maps/place/Islamabad+Home+Tuition+Providers/data=!4m7!3m6!1s0x38dfbf6f9c650ddb:0xd5f9facd914573f!8m2!3d33.6745941!4d73.0144779!16s%2Fg%2F11qgygy5w3!19sChIJ2w1lnG-_3zgRP1cU2ayfXw0?authuser=0&hl=en&rclk=1,2026-05-21T19:11:54.270472
ISB Tutors Academy,Tutor Academy,+923137219509,5.0,,calendly.com,33.6206526,73.0862337,https://www.google.com/maps/place/ISB+Tutors+Academy/data=!4m7!3m6!1s0x951fe321f8a0487:0x3da6515e094031e8!8m2!3d33.6206526!4d73.0862337!16s%2Fg%2F11yvqxt0t9!19sChIJhwSKHzL-UQkR6DFACV5Rpj0?authuser=0&hl=en&rclk=1,2026-05-21T19:12:53.649043
Oxford Home Tutors & Academy Islamabad,Tutor Academy,+923325565710,5.0,,"
Street No: 6 Sector:, H-8/4 H 8/4 H-8, Islamabad, 46000, Pakistan",33.6798612,73.068501,https://www.google.com/maps/place/Oxford+Home+Tutors+%26+Academy+Islamabad/data=!4m7!3m6!1s0x38df959e6bdecc73:0xf950ff66d23014fa!8m2!3d33.6798612!4d73.068501!16s%2Fg%2F11rclgxwy1!19sChIJc8zea56V3zgR-hQw0mb_UPk?authuser=0&hl=en&rclk=1,2026-05-21T19:13:21.584537
LIONS Home Tutors & Academy DHA,Tutor Academy,+923328200082,5.0,,"
G5MH+P25, E33 Street 4, Sector J Sector E DHA Phase II, Islamabad, 45730, Pakistan",33.5343527,73.1776069,https://www.google.com/maps/place/LIONS+Home+Tutors+%26+Academy+DHA/data=!4m7!3m6!1s0x38dfebdc6f6c3079:0xae0788eb8718260e!8m2!3d33.5343527!4d73.1776069!16s%2Fg%2F11g1hlpz40!19sChIJeTBsb9zr3zgRDiYYh-uIB64?authuser=0&hl=en&rclk=1,2026-05-21T19:13:58.965711
Jana Salon - Hair & Beauty Parlour,Beauty Parlor,+92518461717,4.7,,"
Capital Trade Centre, F-10 Markaz, St 57, Unit 6, Near F-10/3, F 10/3 F-10, 44000, Pakistan",33.6964296,73.0111935,https://www.google.com/maps/place/Jana+Salon+-+Hair+%26+Beauty+Parlour/data=!4m7!3m6!1s0x38dfbe6b33ffffff:0x8219e5779f962b2a!8m2!3d33.6964296!4d73.0111935!16s%2Fg%2F11c5_v9hbh!19sChIJ____M2u-3zgRKiuWn3flGYI?authuser=0&hl=en&rclk=1,2026-05-21T19:20:12.194097
Dejas Beauty Saloon,Beauty Parlor,+923335321321,4.4,,"
Basement#10, Pervaiz palaza, near kashmir general store, I-10 Markaz I 10 Markaz I-10, Islamabad, 44000, Pakistan",33.6457505,73.0355214,https://www.google.com/maps/place/Dejas+Beauty+Saloon/data=!4m7!3m6!1s0x38df95a662d83e05:0xd51187ed6b042ec8!8m2!3d33.6457505!4d73.0355214!16s%2Fg%2F12mkw9p1c!19sChIJBT7YYqaV3zgRyC4Ea-2HEdU?authuser=0&hl=en&rclk=1,2026-05-21T19:21:10.114013
Rawal Car Mechanic,Car Mechanic,+923432405663,5.0,,"
JXFC+C53, Ripha In't Uni Rd, Rawalpindi, Pakistan",33.6236622,72.9705182,https://www.google.com/maps/place/Rawal+Car+Mechanic/data=!4m7!3m6!1s0x38df97dad2495c87:0xbed7de70f69e40c!8m2!3d33.6236622!4d72.9705182!16s%2Fg%2F11s5gnd5sj!19sChIJh1xJ0tqX3zgRDORpD-d97Qs?authuser=0&hl=en&rclk=1,2026-05-21T19:23:00.115722
Chotu Ustad Auto Repair Workshop Rawalpindi Islamabad,Car Mechanic,+923005595029,4.6,,"
Peshawar Rd, Mehar Abad Aliabad, Rawalpindi, 46000, Pakistan",33.6147592,72.9946263,https://www.google.com/maps/place/Chotu+Ustad+Auto+Repair+Workshop+Rawalpindi+Islamabad/data=!4m7!3m6!1s0x38df95f866af7f03:0x7e41c26c3915a09b!8m2!3d33.6147592!4d72.9946263!16s%2Fg%2F11ll0xcz_d!19sChIJA3-vZviV3zgRm6AVOWzCQX4?authuser=0&hl=en&rclk=1,2026-05-21T19:25:23.497679
Punjab auto workshop garrage,Car Mechanic,+923335788011,4.4,,"
MXCJ+QR9, Service Rd W, F-12, Islamabad, Pakistan",33.6719046,72.9821097,https://www.google.com/maps/place/Punjab+auto+workshop+garrage/data=!4m7!3m6!1s0x38dfbdca8cedd3c7:0x472f7586cc95222c!8m2!3d33.6719046!4d72.9821097!16s%2Fg%2F11hq_g83l6!19sChIJx9PtjMq93zgRLCKVzIZ1L0c?authuser=0&hl=en&rclk=1,2026-05-21T19:25:45.608718
Ameen auto workshop,Car Mechanic,+923335240094,5.0,,"
3, I-10/3 I 10/3 I-10, Islamabad, 67337, Pakistan",33.6535702,73.0422196,https://www.google.com/maps/place/Ameen+auto+workshop/data=!4m7!3m6!1s0x38df954a4d51279b:0xf0160f96677e933e!8m2!3d33.6535702!4d73.0422196!16s%2Fg%2F11rrv_3_hj!19sChIJmydRTUqV3zgRPpN-Z5YPFvA?authuser=0&hl=en&rclk=1,2026-05-21T19:27:07.614855
Chaudhary Autos Workshop,Car Mechanic,,4.7,,"
Central Ave, Block-A Block A Police Foundation, Rawalpindi, Pakistan",33.5648548,73.1331326,https://www.google.com/maps/place/Chaudhary+Autos+Workshop/data=!4m7!3m6!1s0x38dfecff35aef051:0x8ecbc2a87c8de1cd!8m2!3d33.5648548!4d73.1331326!16s%2Fg%2F11ckvdd4jt!19sChIJUfCuNf_s3zgRzeGNfKjCy44?authuser=0&hl=en&rclk=1,2026-05-21T19:28:01.687216
Workshop,Car Mechanic,,4.2,,"
Plot 63 Street 3, I-10/3 I 10/3 I-10, Islamabad, Pakistan",33.6543152,73.038622,https://www.google.com/maps/place/Workshop/data=!4m7!3m6!1s0x38df95f7e58da023:0x2cda9a18f8e7341d!8m2!3d33.6543152!4d73.038622!16s%2Fg%2F11rkg03q4b!19sChIJI6CN5feV3zgRHTTn-Bia2iw?authuser=0&hl=en&rclk=1,2026-05-21T19:28:31.998877
Tyre Shop,Car Mechanic,,5.0,,"
G 7/3 Blue Area, Islamabad, Pakistan",33.7169988,73.0721714,https://www.google.com/maps/place/Tyre+Shop/data=!4m7!3m6!1s0x38dfbf9bb260cfa3:0xcb6fed99835cddd3!8m2!3d33.7169988!4d73.0721714!16s%2Fg%2F11hd_kpy5t!19sChIJo89gspu_3zgR091cg5ntb8s?authuser=0&hl=en&rclk=1,2026-05-21T19:29:04.182226
Interwood I-9 Islamabad,Carpenter,+92514859103,4.0,,"
Plot # 390, Police Station, Street No. 16 Potohar Rd, near I-9, I-9/3 I 9/3 I-9, Islamabad, Pakistan",33.6597387,73.0608151,https://www.google.com/maps/place/Interwood+I-9+Islamabad/data=!4m7!3m6!1s0x38dfbe1b18483fff:0x4e56666b3733965c!8m2!3d33.6597387!4d73.0608151!16s%2Fg%2F11g_zmx4t!19sChIJ_z9IGBu-3zgRXJYzN2tmVk4?authuser=0&hl=en&rclk=1,2026-05-21T19:30:45.995723
Islamabad House Imported Furniture,Carpenter,+923188397179,4.8,,"
Street 55, F-6/4 F 6/4 F-6, Islamabad, Pakistan",33.7290034,73.0834359,https://www.google.com/maps/place/Islamabad+House+Imported+Furniture/data=!4m7!3m6!1s0x38dfbf6bb044d873:0x9d634da7b5fed323!8m2!3d33.7290034!4d73.0834359!16s%2Fg%2F11fk1lx3zr!19sChIJc9hEsGu_3zgRI9P-tadNY50?authuser=0&hl=en&rclk=1,2026-05-21T19:30:51.330836
Victoria Furniture House,Carpenter,+923008500641,4.9,,"
ghausia plaza, basement 02 main Jinnah avenue, old China Chowk Underpass, G 6/2 Blue Area, Islamabad, 44000, Pakistan",33.7230024,73.0815874,https://www.google.com/maps/place/Victoria+Furniture+House/data=!4m7!3m6!1s0x38dfbf799b641fa1:0x8f00bb0697ebe461!8m2!3d33.7230024!4d73.0815874!16s%2Fg%2F12mkzjx5b!19sChIJoR9km3m_3zgRYeTrlwa7AI8?authuser=0&hl=en&rclk=1,2026-05-21T19:30:56.682761
Home Factree,Carpenter,+923488910092,3.9,,"
292 Street A-1, O-9 Block A Police Foundation, Rawalpindi, 44600, Pakistan",33.5654496,73.1314525,https://www.google.com/maps/place/Home+Factree/data=!4m7!3m6!1s0x38dfbddac0000001:0xca478c9f28d11736!8m2!3d33.5654496!4d73.1314525!16s%2Fg%2F11dfgs679t!19sChIJAQAAwNq93zgRNhfRKJ-MR8o?authuser=0&hl=en&rclk=1,2026-05-21T19:31:15.439038
Islamabad Furniture,Carpenter,+923425834674,5.0,,"
M2QP+73J, G 9/3 G-9, Islamabad, Pakistan",33.6882189,73.0351424,https://www.google.com/maps/place/Islamabad+Furniture/data=!4m7!3m6!1s0x38dfbf229f9cb13d:0x9eb430d21d665377!8m2!3d33.6882189!4d73.0351424!16s%2Fg%2F11jzfhw4l5!19sChIJPbGcnyK_3zgRd1NmHdIwtJ4?authuser=0&hl=en&rclk=1,2026-05-21T19:31:19.733222
The furniture factory,Carpenter,+923000055531,4.3,,"
H49R+V96, Street 24, PWD Housing Society Sector B PWD Society, Islamabad, Pakistan",33.5696711,73.1408954,https://www.google.com/maps/place/The+furniture+factory/data=!4m7!3m6!1s0x38dfedb1fa4e870d:0xf65f8bf010f42707!8m2!3d33.5696711!4d73.1408954!16s%2Fg%2F11qgy67hxp!19sChIJDYdO-rHt3zgRByf0EPCLX_Y?authuser=0&hl=en&rclk=1,2026-05-21T19:31:29.633536
Wood Kastle Furniture Gallery Islamabad,Carpenter,+923235500756,4.1,,"
Gate # 1, Darvaish Plaza,Shop E, Block B, Main G.T. Rd, opp. DHA-II, Islamabad, Pakistan",33.5324568,73.1291756,https://www.google.com/maps/place/Wood+Kastle+Furniture+Gallery+Islamabad/data=!4m7!3m6!1s0x38dfedd81a649503:0x62c420bcb9ba09e7!8m2!3d33.5324568!4d73.1291756!16s%2Fg%2F11pwf70r3z!19sChIJA5VkGtjt3zgR5wm6ubwgxGI?authuser=0&hl=en&rclk=1,2026-05-21T19:31:35.381137
Wood & alamunium works,Carpenter,+923356881653,5.0,,"
Street 149, G-13/4 G 13/4 G-13, Islamabad, 44100, Pakistan",33.6508792,72.9715761,https://www.google.com/maps/place/Wood+%26+alamunium+works/data=!4m7!3m6!1s0x38df9792d051af95:0xd6b8989d4c8e422e!8m2!3d33.6508792!4d72.9715761!16s%2Fg%2F11t58p2tv2!19sChIJla9R0JKX3zgRLkKOTJ2YuNY?authuser=0&hl=en&rclk=1,2026-05-21T19:31:59.685552
Punjab wood works,Carpenter,+923166462359,5.0,,"
no#3 Moan, Suleman Market, opposite to street, F-11/1 F-11, Islamabad, 42000, Pakistan",33.6738742,72.9831829,https://www.google.com/maps/place/Punjab+wood+works/data=!4m7!3m6!1s0x38dfbd6a09ba7a37:0xba30476f7eb99428!8m2!3d33.6738742!4d72.9831829!16s%2Fg%2F11wvc6j4_j!19sChIJN3q6CWq93zgRKJS5fm9HMLo?authuser=0&hl=en&rclk=1,2026-05-21T19:32:04.420435
Madeena wood work 🪵🪓🪵🪓🪵🪓,Carpenter,+923080244543,5.0,,"
Sanjalian, North Banigala Sanjalian, Islamabad, Pakistan",33.7268511,73.1862384,https://www.google.com/maps/place/Madeena+wood+work+%F0%9F%AA%B5%F0%9F%AA%93%F0%9F%AA%B5%F0%9F%AA%93%F0%9F%AA%B5%F0%9F%AA%93/data=!4m7!3m6!1s0x38dfc312568262a9:0x748c1d6a9f5494b5!8m2!3d33.7268511!4d73.1862384!16s%2Fg%2F11n5373n8c!19sChIJqWKCVhLD3zgRtZRUn2odjHQ?authuser=0&hl=en&rclk=1,2026-05-21T19:32:19.673336
Rex Sanitary,Plumber,+92512335565,4.9,,"
89 I&T Centre Street 14, G-8/1 G 8/1 G-8, Islamabad, 44080, Pakistan",33.6870101,73.0475849,https://www.google.com/maps/place/Rex+Sanitary/data=!4m7!3m6!1s0x38dfbfd197426273:0x57694173bd1621ab!8m2!3d33.6870101!4d73.0475849!16s%2Fg%2F12mkzjy38!19sChIJc2JCl9G_3zgRqyEWvXNBaVc?authuser=0&hl=en&rclk=1,2026-05-21T19:34:01.665043
Islamabad Sanitary Store,Plumber,+92512252670,4.1,,"
I&T Centre Plot 78,Shop#01, Street 14, G 8/1 G-8, Islamabad, 44000, Pakistan",33.6879184,73.0493285,https://www.google.com/maps/place/Islamabad+Sanitary+Store/data=!4m7!3m6!1s0x38dfbfd1caafd235:0x133ced8a4b944820!8m2!3d33.6879184!4d73.0493285!16s%2Fg%2F12mkzjj8y!19sChIJNdKvytG_3zgRIEiUS4rtPBM?authuser=0&hl=en&rclk=1,2026-05-21T19:34:06.603212
Foundation Pipe Store - Islamabad,Plumber,+923235492183,4.9,,"
Main Service Rd W, G-11/1 G-12, Islamabad, 46000, Pakistan",33.6617718,72.9922335,https://www.google.com/maps/place/Foundation+Pipe+Store+-+Islamabad/data=!4m7!3m6!1s0x38df96078c04a087:0xf85967db6e5bca22!8m2!3d33.6617718!4d72.9922335!16s%2Fg%2F11cr_rvpvj!19sChIJh6AEjAeW3zgRIspbbttnWfg?authuser=0&hl=en&rclk=1,2026-05-21T19:34:30.629661
Popular Electric uPVC ppr pipes tanks Islamabad (National Pipe Connexions),Plumber,+923232525031,4.7,,"
Shah na Gora, Near Gate 1 (Dha Phase 2 Islamabad, main G.T. Rd, Sector A DHA Phase II, Rawalpindi, 46000, Pakistan",33.5280739,73.137862,https://www.google.com/maps/place/Popular+Electric+uPVC+ppr+pipes+tanks+Islamabad+%28National+Pipe+Connexions%29/data=!4m7!3m6!1s0x38dfede4988b257d:0xfadf63ceae760a25!8m2!3d33.5280739!4d73.137862!16s%2Fg%2F11h57npxyt!19sChIJfSWLmOTt3zgRJQp2rs5j3_o?authuser=0&hl=en&rclk=1,2026-05-21T19:34:36.295635
Islamabad AC Repair & Maintenance Service - HVAC company Islamabad - Ac Installation,AC Technician,+923440511165,4.9,,"
G, Office Number 02, Ground Floor, 8, near Bank Al Habib, Markaz G 8/3 G-8, Islamabad, 44000, Pakistan",33.6975016,73.0515561,https://www.google.com/maps/place/Islamabad+AC+Repair+%26+Maintenance+Service+-+HVAC+company+Islamabad+-+Ac+Installation/data=!4m7!3m6!1s0x38dfe9a99ef2cc0b:0x90de5baffec73853!8m2!3d33.6975016!4d73.0515561!16s%2Fg%2F11n56_fgk4!19sChIJC8zynqnp3zgRUzjH_q9b3pA?authuser=0&hl=en&rclk=1,2026-05-21T19:36:14.752540
Hassan Electrician,Electrician,+923199471877,4.8,,"
Shop no 10, baisment floorPolice Foundation, Block E Police Foundation, Islamabad, Pakistan",33.56232,73.1345443,https://www.google.com/maps/place/Hassan+Electrician/data=!4m7!3m6!1s0x38dfed0062f6705f:0x1e3d0941adb50e9c!8m2!3d33.56232!4d73.1345443!16s%2Fg%2F11yfndmczc!19sChIJX3D2YgDt3zgRnA61rUEJPR4?authuser=0&hl=en&rclk=1,2026-05-21T19:40:05.194269
"Electrician & AC Technician, pakistan town korang town pwd bahria town media town, Islamabad",Electrician,+923137396566,4.9,,"
St. 21, Pakistan Town Phase 1 Pakistan Town, Islamabad, Pakistan",33.5756791,73.143761,"https://www.google.com/maps/place/Electrician+%26+AC+Technician,+pakistan+town+korang+town+pwd+bahria+town+media+town,+Islamabad/data=!4m7!3m6!1s0x38dfed0057e77c95:0xead29abea41b66e8!8m2!3d33.5756791!4d73.143761!16s%2Fg%2F11w3h0_2c7!19sChIJlXznVwDt3zgR6GYbpL6a0uo?authuser=0&hl=en&rclk=1",2026-05-21T19:40:10.631557
Junaid brother's electric & sanitary store,Electrician,+923360115286,4.9,,"
Fazal e haq rod, Block B G 6/3 Blue Area, Islamabad, Pakistan",33.7231051,73.0828133,https://www.google.com/maps/place/Junaid+brother%27s+electric+%26+sanitary+store/data=!4m7!3m6!1s0x38dfbfc7e1f8e60d:0x4e932cde2578e226!8m2!3d33.7231051!4d73.0828133!16s%2Fg%2F11knqzt_mg!19sChIJDeb44ce_3zgRJuJ4Jd4sk04?authuser=0&hl=en&rclk=1,2026-05-21T19:40:16.323311
